index,product,category,sale_price,brand,description,barcode
1013,Maggi Noodles,Food,594.22,Tata,Tata Maggi Noodles available in Indian market.,8900000001013
1014,Mother Dairy Dahi,Dairy,4665.08,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000001014
1015,Ambi Pur Air Freshener,Home Care,2540.09,Reckitt,Reckitt Ambi Pur Air Freshener available in Indian market.,8900000001015
1016,Britannia Bread,Food,1571.25,Nestle,Nestle Britannia Bread available in Indian market.,8900000001016
1017,Red Label Tea,Food,2784.17,Parle,Parle Red Label Tea available in Indian market.,8900000001017
1018,Levis Jeans,Fashion,1412.88,Nike,Nike Levis Jeans available in Indian market.,8900000001018
1019,Domex Cleaner,Home Care,2518.04,P&G,P&G Domex Cleaner available in Indian market.,8900000001019
1020,Red Label Tea,Food,3244.18,Parle,Parle Red Label Tea available in Indian market.,8900000001020
1021,Peter England Shirt,Fashion,1839.27,Bata,Bata Peter England Shirt available in Indian market.,8900000001021
1022,Amul Paneer,Dairy,1956.48,Mother Dairy,Mother Dairy Amul Paneer available in Indian market.,8900000001022
1023,Nestle Yogurt,Dairy,1115.83,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000001023
1024,Clinic Plus Shampoo,Personal Care,1532.15,Colgate,Colgate Clinic Plus Shampoo available in Indian market.,8900000001024
1025,Dettol Handwash,Personal Care,1893.33,Lifebuoy,Lifebuoy Dettol Handwash available in Indian market.,8900000001025
1026,OnePlus Data Cable,Electronics,2897.99,Philips,Philips OnePlus Data Cable available in Indian market.,8900000001026
1027,Surf Excel,Home Care,480.12,Reckitt,Reckitt Surf Excel available in Indian market.,8900000001027
1028,Pears Soap,Personal Care,540.72,Colgate,Colgate Pears Soap available in Indian market.,8900000001028
1029,Pepsi 500ml,Beverages,2130.34,Tropicana,Tropicana Pepsi 500ml available in Indian market.,8900000001029
1030,Lifebuoy Handwash,Personal Care,2799.24,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000001030
1031,Tropicana Orange Juice,Beverages,3141.85,Tropicana,Tropicana Tropicana Orange Juice available in Indian market.,8900000001031
1032,Amul Butter,Dairy,4076.18,Govardhan,Govardhan Amul Butter available in Indian market.,8900000001032
1033,Dettol Handwash,Personal Care,3944.35,Emami,Emami Dettol Handwash available in Indian market.,8900000001033
1034,Bisleri Water 1L,Beverages,3276.35,Coca-Cola,Coca-Cola Bisleri Water 1L available in Indian market.,8900000001034
1035,Sunsilk Conditioner,Personal Care,1794.03,Emami,Emami Sunsilk Conditioner available in Indian market.,8900000001035
1036,Nike Shoes,Fashion,1143.11,Raymond,Raymond Nike Shoes available in Indian market.,8900000001036
1037,Nestle Yogurt,Dairy,1393.72,Mother Dairy,Mother Dairy Nestle Yogurt available in Indian market.,8900000001037
1038,Raymond Formal Pants,Fashion,2584.51,Raymond,Raymond Raymond Formal Pants available in Indian market.,8900000001038
1039,Sunsilk Conditioner,Personal Care,1253.06,Pears,Pears Sunsilk Conditioner available in Indian market.,8900000001039
1040,Boat Headphones,Electronics,2252.87,Zebronics,Zebronics Boat Headphones available in Indian market.,8900000001040
1041,Dove Shampoo,Personal Care,974.99,Pears,Pears Dove Shampoo available in Indian market.,8900000001041
1042,Paper Boat Drink,Beverages,3146.14,Parle Agro,Parle Agro Paper Boat Drink available in Indian market.,8900000001042
1043,Nike Shoes,Fashion,1612.01,Allen Solly,Allen Solly Nike Shoes available in Indian market.,8900000001043
1044,Allen Solly Belt,Fashion,2499.0,Levis,Levis Allen Solly Belt available in Indian market.,8900000001044
1045,Coca-Cola 500ml,Beverages,1336.9,Parle Agro,Parle Agro Coca-Cola 500ml available in Indian market.,8900000001045
1046,Pears Soap,Personal Care,3839.68,Lifebuoy,Lifebuoy Pears Soap available in Indian market.,8900000001046
1047,Clinic Plus Shampoo,Personal Care,1092.18,Dettol,Dettol Clinic Plus Shampoo available in Indian market.,8900000001047
1048,Lifebuoy Handwash,Personal Care,2241.45,Hindustan Unilever,Hindustan Unilever Lifebuoy Handwash available in Indian market.,8900000001048
1049,Dove Shampoo,Personal Care,2998.35,Dettol,Dettol Dove Shampoo available in Indian market.,8900000001049
1050,Philips Trimmer,Electronics,2749.17,Zebronics,Zebronics Philips Trimmer available in Indian market.,8900000001050
1051,Logitech Webcam,Electronics,2979.85,OnePlus,OnePlus Logitech Webcam available in Indian market.,8900000001051
1052,Boat Headphones,Electronics,172.1,Mi,Mi Boat Headphones available in Indian market.,8900000001052
1053,Coca-Cola 500ml,Beverages,3708.01,Parle Agro,Parle Agro Coca-Cola 500ml available in Indian market.,8900000001053
1054,Haldiram Bhujia,Food,3139.74,Nestle,Nestle Haldiram Bhujia available in Indian market.,8900000001054
1055,Dettol Handwash,Personal Care,4143.93,Emami,Emami Dettol Handwash available in Indian market.,8900000001055
1056,Pears Soap,Personal Care,1069.08,Dettol,Dettol Pears Soap available in Indian market.,8900000001056
1057,Amul Paneer,Dairy,1013.5,Amul,Amul Amul Paneer available in Indian market.,8900000001057
1058,Sunsilk Conditioner,Personal Care,878.05,Dove,Dove Sunsilk Conditioner available in Indian market.,8900000001058
1059,Nike Shoes,Fashion,49.98,Van Heusen,Van Heusen Nike Shoes available in Indian market.,8900000001059
1060,Odonil Air Freshener,Home Care,1318.76,P&G,P&G Odonil Air Freshener available in Indian market.,8900000001060
1061,Good Day Cookies,Food,1604.76,Britannia,Britannia Good Day Cookies available in Indian market.,8900000001061
1062,OnePlus Data Cable,Electronics,524.67,HP,HP OnePlus Data Cable available in Indian market.,8900000001062
1063,Daawat Basmati Rice,Food,644.08,Tata,Tata Daawat Basmati Rice available in Indian market.,8900000001063
1064,Govardhan Ghee,Dairy,3894.82,Govardhan,Govardhan Govardhan Ghee available in Indian market.,8900000001064
1065,Sunsilk Conditioner,Personal Care,3264.4,Lifebuoy,Lifebuoy Sunsilk Conditioner available in Indian market.,8900000001065
1066,Dove Shampoo,Personal Care,364.96,Hindustan Unilever,Hindustan Unilever Dove Shampoo available in Indian market.,8900000001066
1067,Colgate Toothpaste,Personal Care,1654.63,Colgate,Colgate Colgate Toothpaste available in Indian market.,8900000001067
1068,Sunsilk Conditioner,Personal Care,2341.25,Hindustan Unilever,Hindustan Unilever Sunsilk Conditioner available in Indian market.,8900000001068
1069,Domex Cleaner,Home Care,64.03,Hindustan Unilever,Hindustan Unilever Domex Cleaner available in Indian market.,8900000001069
1070,Amul Cheese,Dairy,2538.27,Britannia,Britannia Amul Cheese available in Indian market.,8900000001070
1071,Amul Taaza Milk,Dairy,4737.16,Nestle,Nestle Amul Taaza Milk available in Indian market.,8900000001071
1072,Raymond Formal Pants,Fashion,154.82,Raymond,Raymond Raymond Formal Pants available in Indian market.,8900000001072
1073,Van Heusen Tie,Fashion,1621.02,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000001073
1074,Odonil Air Freshener,Home Care,1757.7,Hindustan Unilever,Hindustan Unilever Odonil Air Freshener available in Indian market.,8900000001074
1075,Fair & Lovely Cream,Personal Care,1928.9,Lifebuoy,Lifebuoy Fair & Lovely Cream available in Indian market.,8900000001075
1076,Nike Shoes,Fashion,1455.68,Van Heusen,Van Heusen Nike Shoes available in Indian market.,8900000001076
1077,Surf Excel,Home Care,2097.2,P&G,P&G Surf Excel available in Indian market.,8900000001077
1078,Clinic Plus Shampoo,Personal Care,4545.91,Lifebuoy,Lifebuoy Clinic Plus Shampoo available in Indian market.,8900000001078
1079,Fortune Sunflower Oil,Food,786.4,Tata,Tata Fortune Sunflower Oil available in Indian market.,8900000001079
1080,Haldiram Bhujia,Food,2145.58,Britannia,Britannia Haldiram Bhujia available in Indian market.,8900000001080
1081,Nestle Yogurt,Dairy,4841.03,Nestle,Nestle Nestle Yogurt available in Indian market.,8900000001081
1082,Mi Power Bank 10000mAh,Electronics,4779.35,Zebronics,Zebronics Mi Power Bank 10000mAh available in Indian market.,8900000001082
1083,Lizol Floor Cleaner,Home Care,4264.43,Reckitt,Reckitt Lizol Floor Cleaner available in Indian market.,8900000001083
1084,Philips Trimmer,Electronics,3838.95,HP,HP Philips Trimmer available in Indian market.,8900000001084
1085,Parle-G Biscuits,Food,3080.65,Tata,Tata Parle-G Biscuits available in Indian market.,8900000001085
1086,Harpic Toilet Cleaner,Home Care,4537.42,SC Johnson,SC Johnson Harpic Toilet Cleaner available in Indian market.,8900000001086
1087,Real Fruit Juice,Beverages,2741.35,Dabur,Dabur Real Fruit Juice available in Indian market.,8900000001087
1088,Raymond Formal Pants,Fashion,2601.62,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000001088
1089,Zebronics Mouse,Electronics,1108.36,Philips,Philips Zebronics Mouse available in Indian market.,8900000001089
1090,Pears Soap,Personal Care,1825.91,Emami,Emami Pears Soap available in Indian market.,8900000001090
1091,Fortune Sunflower Oil,Food,4330.58,ITC,ITC Fortune Sunflower Oil available in Indian market.,8900000001091
1092,Red Bull,Beverages,2610.89,Tropicana,Tropicana Red Bull available in Indian market.,8900000001092
1093,Red Bull,Beverages,3526.6,PepsiCo,PepsiCo Red Bull available in Indian market.,8900000001093
1094,Aashirvaad Atta,Food,878.02,ITC,ITC Aashirvaad Atta available in Indian market.,8900000001094
1095,Sunsilk Conditioner,Personal Care,1058.02,Hindustan Unilever,Hindustan Unilever Sunsilk Conditioner available in Indian market.,8900000001095
1096,Levis Jeans,Fashion,2811.54,Puma,Puma Levis Jeans available in Indian market.,8900000001096
1097,Puma Sports T-Shirt,Fashion,2732.83,Van Heusen,Van Heusen Puma Sports T-Shirt available in Indian market.,8900000001097
1098,Odonil Air Freshener,Home Care,2243.37,Reckitt,Reckitt Odonil Air Freshener available in Indian market.,8900000001098
1099,Samsung Charger,Electronics,1815.83,Philips,Philips Samsung Charger available in Indian market.,8900000001099
1100,Amul Paneer,Dairy,3185.47,Amul,Amul Amul Paneer available in Indian market.,8900000001100
1101,Raymond Formal Pants,Fashion,4557.72,Peter England,Peter England Raymond Formal Pants available in Indian market.,8900000001101
1102,Parle-G Biscuits,Food,2945.79,Parle,Parle Parle-G Biscuits available in Indian market.,8900000001102
1103,Peter England Shirt,Fashion,2517.74,Bata,Bata Peter England Shirt available in Indian market.,8900000001103
1104,Colgate Toothpaste,Personal Care,2355.59,Dove,Dove Colgate Toothpaste available in Indian market.,8900000001104
1105,Daawat Basmati Rice,Food,3121.69,ITC,ITC Daawat Basmati Rice available in Indian market.,8900000001105
1106,Mi Power Bank 10000mAh,Electronics,1058.53,Samsung,Samsung Mi Power Bank 10000mAh available in Indian market.,8900000001106
1107,Dettol Disinfectant,Home Care,21.88,P&G,P&G Dettol Disinfectant available in Indian market.,8900000001107
1108,OnePlus Data Cable,Electronics,29.46,Boat,Boat OnePlus Data Cable available in Indian market.,8900000001108
1109,Red Bull,Beverages,4691.97,Parle Agro,Parle Agro Red Bull available in Indian market.,8900000001109
1110,Sunsilk Conditioner,Personal Care,3825.64,Dettol,Dettol Sunsilk Conditioner available in Indian market.,8900000001110
1111,Aashirvaad Atta,Food,4404.13,Haldiram,Haldiram Aashirvaad Atta available in Indian market.,8900000001111
1112,Ambi Pur Air Freshener,Home Care,4965.18,Godrej,Godrej Ambi Pur Air Freshener available in Indian market.,8900000001112
1113,Puma Sports T-Shirt,Fashion,87.5,Allen Solly,Allen Solly Puma Sports T-Shirt available in Indian market.,8900000001113
1114,Pepsi 500ml,Beverages,1148.25,Parle Agro,Parle Agro Pepsi 500ml available in Indian market.,8900000001114
1115,Mi Power Bank 10000mAh,Electronics,1774.71,OnePlus,OnePlus Mi Power Bank 10000mAh available in Indian market.,8900000001115
1116,Amul Paneer,Dairy,312.32,Govardhan,Govardhan Amul Paneer available in Indian market.,8900000001116
1117,Peter England Shirt,Fashion,612.35,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000001117
1118,Daawat Basmati Rice,Food,2893.39,Britannia,Britannia Daawat Basmati Rice available in Indian market.,8900000001118
1119,Nestle Yogurt,Dairy,2776.1,Nestle,Nestle Nestle Yogurt available in Indian market.,8900000001119
1120,Dove Shampoo,Personal Care,1984.75,Dove,Dove Dove Shampoo available in Indian market.,8900000001120
1121,Mother Dairy Dahi,Dairy,1850.46,Nestle,Nestle Mother Dairy Dahi available in Indian market.,8900000001121
1122,Real Fruit Juice,Beverages,4805.29,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000001122
1123,Parle-G Biscuits,Food,4269.28,Haldiram,Haldiram Parle-G Biscuits available in Indian market.,8900000001123
1124,Tata Salt,Food,1147.88,Britannia,Britannia Tata Salt available in Indian market.,8900000001124
1125,Domex Cleaner,Home Care,4904.34,P&G,P&G Domex Cleaner available in Indian market.,8900000001125
1126,Bisleri Water 1L,Beverages,3003.78,PepsiCo,PepsiCo Bisleri Water 1L available in Indian market.,8900000001126
1127,Real Fruit Juice,Beverages,170.91,Dabur,Dabur Real Fruit Juice available in Indian market.,8900000001127
1128,Boat Headphones,Electronics,3934.68,Boat,Boat Boat Headphones available in Indian market.,8900000001128
1129,Allen Solly Belt,Fashion,3215.98,Bata,Bata Allen Solly Belt available in Indian market.,8900000001129
1130,Colgate Toothpaste,Personal Care,3219.21,Pears,Pears Colgate Toothpaste available in Indian market.,8900000001130
1131,Raymond Formal Pants,Fashion,2651.25,Puma,Puma Raymond Formal Pants available in Indian market.,8900000001131
1132,Van Heusen Tie,Fashion,1335.82,Peter England,Peter England Van Heusen Tie available in Indian market.,8900000001132
1133,Britannia Cheese Slices,Dairy,2672.42,Britannia,Britannia Britannia Cheese Slices available in Indian market.,8900000001133
1134,Mother Dairy Dahi,Dairy,2448.36,Britannia,Britannia Mother Dairy Dahi available in Indian market.,8900000001134
1135,Govardhan Ghee,Dairy,3770.34,Nestle,Nestle Govardhan Ghee available in Indian market.,8900000001135
1136,Fair & Lovely Cream,Personal Care,3375.08,Pears,Pears Fair & Lovely Cream available in Indian market.,8900000001136
1137,Frooti Mango Drink,Beverages,1201.56,Coca-Cola,Coca-Cola Frooti Mango Drink available in Indian market.,8900000001137
1138,Amul Butter,Dairy,1228.54,Britannia,Britannia Amul Butter available in Indian market.,8900000001138
1139,Britannia Bread,Food,1640.57,Britannia,Britannia Britannia Bread available in Indian market.,8900000001139
1140,Nike Shoes,Fashion,2869.2,Levis,Levis Nike Shoes available in Indian market.,8900000001140
1141,Vim Dishwash Gel,Home Care,3465.4,Reckitt,Reckitt Vim Dishwash Gel available in Indian market.,8900000001141
1142,Odonil Air Freshener,Home Care,4098.05,Hindustan Unilever,Hindustan Unilever Odonil Air Freshener available in Indian market.,8900000001142
1143,Sunsilk Conditioner,Personal Care,4893.46,Dove,Dove Sunsilk Conditioner available in Indian market.,8900000001143
1144,Colgate Toothpaste,Personal Care,4735.04,Emami,Emami Colgate Toothpaste available in Indian market.,8900000001144
1145,Coca-Cola 500ml,Beverages,864.35,Tropicana,Tropicana Coca-Cola 500ml available in Indian market.,8900000001145
1146,Philips Trimmer,Electronics,4841.73,Samsung,Samsung Philips Trimmer available in Indian market.,8900000001146
1147,Clinic Plus Shampoo,Personal Care,1101.81,Dove,Dove Clinic Plus Shampoo available in Indian market.,8900000001147
1148,Peter England Shirt,Fashion,2061.62,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000001148
1149,Tropicana Orange Juice,Beverages,2944.61,Dabur,Dabur Tropicana Orange Juice available in Indian market.,8900000001149
1150,Lifebuoy Handwash,Personal Care,4972.45,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000001150
1151,Puma Sports T-Shirt,Fashion,2085.3,Raymond,Raymond Puma Sports T-Shirt available in Indian market.,8900000001151
1152,Puma Sports T-Shirt,Fashion,724.81,Peter England,Peter England Puma Sports T-Shirt available in Indian market.,8900000001152
1153,Boat Headphones,Electronics,1475.28,HP,HP Boat Headphones available in Indian market.,8900000001153
1154,Clinic Plus Shampoo,Personal Care,729.38,Dove,Dove Clinic Plus Shampoo available in Indian market.,8900000001154
1155,Zebronics Mouse,Electronics,1330.31,Zebronics,Zebronics Zebronics Mouse available in Indian market.,8900000001155
1156,Bisleri Water 1L,Beverages,3728.45,Dabur,Dabur Bisleri Water 1L available in Indian market.,8900000001156
1157,Boat Headphones,Electronics,3381.74,Logitech,Logitech Boat Headphones available in Indian market.,8900000001157
1158,Parle-G Biscuits,Food,4507.81,Britannia,Britannia Parle-G Biscuits available in Indian market.,8900000001158
1159,Puma Sports T-Shirt,Fashion,4136.94,Nike,Nike Puma Sports T-Shirt available in Indian market.,8900000001159
1160,Pears Soap,Personal Care,4866.83,Dettol,Dettol Pears Soap available in Indian market.,8900000001160
1161,Zebronics Mouse,Electronics,3863.18,Zebronics,Zebronics Zebronics Mouse available in Indian market.,8900000001161
1162,Domex Cleaner,Home Care,159.17,P&G,P&G Domex Cleaner available in Indian market.,8900000001162
1163,Colgate Toothpaste,Personal Care,1152.71,Dettol,Dettol Colgate Toothpaste available in Indian market.,8900000001163
1164,Coca-Cola 500ml,Beverages,2169.12,PepsiCo,PepsiCo Coca-Cola 500ml available in Indian market.,8900000001164
1165,Red Label Tea,Food,4584.11,Nestle,Nestle Red Label Tea available in Indian market.,8900000001165
1166,Dove Shampoo,Personal Care,359.6,Dove,Dove Dove Shampoo available in Indian market.,8900000001166
1167,Mother Dairy Dahi,Dairy,3194.04,Nestle,Nestle Mother Dairy Dahi available in Indian market.,8900000001167
1168,Sunsilk Conditioner,Personal Care,1600.72,Emami,Emami Sunsilk Conditioner available in Indian market.,8900000001168
1169,Clinic Plus Shampoo,Personal Care,1945.44,Hindustan Unilever,Hindustan Unilever Clinic Plus Shampoo available in Indian market.,8900000001169
1170,Logitech Webcam,Electronics,634.28,Mi,Mi Logitech Webcam available in Indian market.,8900000001170
1171,Surf Excel,Home Care,1534.74,Godrej,Godrej Surf Excel available in Indian market.,8900000001171
1172,Amul Butter,Dairy,3419.57,Govardhan,Govardhan Amul Butter available in Indian market.,8900000001172
1173,Frooti Mango Drink,Beverages,3614.73,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000001173
1174,Red Bull,Beverages,3486.59,Dabur,Dabur Red Bull available in Indian market.,8900000001174
1175,Puma Sports T-Shirt,Fashion,2874.29,Bata,Bata Puma Sports T-Shirt available in Indian market.,8900000001175
1176,Parle-G Biscuits,Food,2356.3,Nestle,Nestle Parle-G Biscuits available in Indian market.,8900000001176
1177,Aashirvaad Atta,Food,2590.8,Fortune,Fortune Aashirvaad Atta available in Indian market.,8900000001177
1178,Red Bull,Beverages,4729.3,Dabur,Dabur Red Bull available in Indian market.,8900000001178
1179,Amul Cheese,Dairy,4786.7,Amul,Amul Amul Cheese available in Indian market.,8900000001179
1180,Domex Cleaner,Home Care,1666.48,P&G,P&G Domex Cleaner available in Indian market.,8900000001180
1181,Van Heusen Tie,Fashion,2657.4,Raymond,Raymond Van Heusen Tie available in Indian market.,8900000001181
1182,Lifebuoy Handwash,Personal Care,1782.87,Pears,Pears Lifebuoy Handwash available in Indian market.,8900000001182
1183,Domex Cleaner,Home Care,4627.56,Hindustan Unilever,Hindustan Unilever Domex Cleaner available in Indian market.,8900000001183
1184,Pepsi 500ml,Beverages,3238.85,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000001184
1185,Allen Solly Belt,Fashion,1994.99,Levis,Levis Allen Solly Belt available in Indian market.,8900000001185
1186,Britannia Cheese Slices,Dairy,1195.41,Nestle,Nestle Britannia Cheese Slices available in Indian market.,8900000001186
1187,Pepsi 500ml,Beverages,295.73,PepsiCo,PepsiCo Pepsi 500ml available in Indian market.,8900000001187
1188,Frooti Mango Drink,Beverages,4461.07,Tropicana,Tropicana Frooti Mango Drink available in Indian market.,8900000001188
1189,Peter England Shirt,Fashion,1214.36,Levis,Levis Peter England Shirt available in Indian market.,8900000001189
1190,Colgate Toothpaste,Personal Care,3586.25,Hindustan Unilever,Hindustan Unilever Colgate Toothpaste available in Indian market.,8900000001190
1191,Van Heusen Tie,Fashion,3688.85,Allen Solly,Allen Solly Van Heusen Tie available in Indian market.,8900000001191
1192,Vim Dishwash Gel,Home Care,1110.01,P&G,P&G Vim Dishwash Gel available in Indian market.,8900000001192
1193,Dove Shampoo,Personal Care,2182.49,Lifebuoy,Lifebuoy Dove Shampoo available in Indian market.,8900000001193
1194,Zebronics Mouse,Electronics,2450.83,OnePlus,OnePlus Zebronics Mouse available in Indian market.,8900000001194
1195,Raymond Formal Pants,Fashion,976.08,Bata,Bata Raymond Formal Pants available in Indian market.,8900000001195
1196,Dettol Disinfectant,Home Care,4328.81,SC Johnson,SC Johnson Dettol Disinfectant available in Indian market.,8900000001196
1197,Maggi Noodles,Food,1014.49,Britannia,Britannia Maggi Noodles available in Indian market.,8900000001197
1198,Parle-G Biscuits,Food,4120.58,Britannia,Britannia Parle-G Biscuits available in Indian market.,8900000001198
1199,Aashirvaad Atta,Food,3529.99,ITC,ITC Aashirvaad Atta available in Indian market.,8900000001199
1200,Amul Taaza Milk,Dairy,1856.98,Govardhan,Govardhan Amul Taaza Milk available in Indian market.,8900000001200
1201,Bata Sandals,Fashion,4179.93,Peter England,Peter England Bata Sandals available in Indian market.,8900000001201
1202,Amul Paneer,Dairy,4926.44,Nestle,Nestle Amul Paneer available in Indian market.,8900000001202
1203,Boat Headphones,Electronics,4831.99,Mi,Mi Boat Headphones available in Indian market.,8900000001203
1204,Odonil Air Freshener,Home Care,503.34,Hindustan Unilever,Hindustan Unilever Odonil Air Freshener available in Indian market.,8900000001204
1205,Frooti Mango Drink,Beverages,3236.49,Parle Agro,Parle Agro Frooti Mango Drink available in Indian market.,8900000001205
1206,Bata Sandals,Fashion,2437.45,Levis,Levis Bata Sandals available in Indian market.,8900000001206
1207,Red Label Tea,Food,2701.96,Haldiram,Haldiram Red Label Tea available in Indian market.,8900000001207
1208,Haldiram Bhujia,Food,1017.07,ITC,ITC Haldiram Bhujia available in Indian market.,8900000001208
1209,Bisleri Water 1L,Beverages,1123.32,PepsiCo,PepsiCo Bisleri Water 1L available in Indian market.,8900000001209
1210,Pears Soap,Personal Care,4990.11,Emami,Emami Pears Soap available in Indian market.,8900000001210
1211,Lifebuoy Handwash,Personal Care,859.32,Emami,Emami Lifebuoy Handwash available in Indian market.,8900000001211
1212,Puma Sports T-Shirt,Fashion,2404.86,Bata,Bata Puma Sports T-Shirt available in Indian market.,8900000001212
1213,Dove Shampoo,Personal Care,3114.09,Colgate,Colgate Dove Shampoo available in Indian market.,8900000001213
1214,Paper Boat Drink,Beverages,3017.54,Parle Agro,Parle Agro Paper Boat Drink available in Indian market.,8900000001214
1215,Tropicana Orange Juice,Beverages,3567.48,Coca-Cola,Coca-Cola Tropicana Orange Juice available in Indian market.,8900000001215
1216,Mi Power Bank 10000mAh,Electronics,3662.74,Boat,Boat Mi Power Bank 10000mAh available in Indian market.,8900000001216
1217,Clinic Plus Shampoo,Personal Care,4664.66,Pears,Pears Clinic Plus Shampoo available in Indian market.,8900000001217
1218,Britannia Cheese Slices,Dairy,1444.14,Govardhan,Govardhan Britannia Cheese Slices available in Indian market.,8900000001218
1219,Samsung Charger,Electronics,4865.22,Samsung,Samsung Samsung Charger available in Indian market.,8900000001219
1220,Samsung Charger,Electronics,833.67,Samsung,Samsung Samsung Charger available in Indian market.,8900000001220
1221,Dettol Handwash,Personal Care,4051.15,Emami,Emami Dettol Handwash available in Indian market.,8900000001221
1222,Real Fruit Juice,Beverages,1969.62,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000001222
1223,Parle-G Biscuits,Food,2381.8,Britannia,Britannia Parle-G Biscuits available in Indian market.,8900000001223
1224,Amul Cheese,Dairy,68.45,Britannia,Britannia Amul Cheese available in Indian market.,8900000001224
1225,Boat Headphones,Electronics,2051.85,Boat,Boat Boat Headphones available in Indian market.,8900000001225
1226,Haldiram Bhujia,Food,4897.19,Haldiram,Haldiram Haldiram Bhujia available in Indian market.,8900000001226
1227,Real Fruit Juice,Beverages,3117.36,Coca-Cola,Coca-Cola Real Fruit Juice available in Indian market.,8900000001227
1228,Mi Power Bank 10000mAh,Electronics,3959.87,Zebronics,Zebronics Mi Power Bank 10000mAh available in Indian market.,8900000001228
1229,Dettol Disinfectant,Home Care,1847.85,Godrej,Godrej Dettol Disinfectant available in Indian market.,8900000001229
1230,Odonil Air Freshener,Home Care,1612.9,SC Johnson,SC Johnson Odonil Air Freshener available in Indian market.,8900000001230
1231,Frooti Mango Drink,Beverages,3275.55,PepsiCo,PepsiCo Frooti Mango Drink available in Indian market.,8900000001231
1232,Pepsi 500ml,Beverages,3275.09,Parle Agro,Parle Agro Pepsi 500ml available in Indian market.,8900000001232
1233,Van Heusen Tie,Fashion,3084.61,Van Heusen,Van Heusen Van Heusen Tie available in Indian market.,8900000001233
1234,Van Heusen Tie,Fashion,4074.84,Bata,Bata Van Heusen Tie available in Indian market.,8900000001234
1235,Logitech Webcam,Electronics,2723.38,Samsung,Samsung Logitech Webcam available in Indian market.,8900000001235
1236,Amul Taaza Milk,Dairy,642.46,Mother Dairy,Mother Dairy Amul Taaza Milk available in Indian market.,8900000001236
1237,Peter England Shirt,Fashion,476.98,Van Heusen,Van Heusen Peter England Shirt available in Indian market.,8900000001237
1238,HP Keyboard,Electronics,2328.55,HP,HP HP Keyboard available in Indian market.,8900000001238
1239,Mi Power Bank 10000mAh,Electronics,4596.29,Logitech,Logitech Mi Power Bank 10000mAh available in Indian market.,8900000001239
1240,Pears Soap,Personal Care,3703.23,Hindustan Unilever,Hindustan Unilever Pears Soap available in Indian market.,8900000001240
1241,Amul Paneer,Dairy,4939.69,Govardhan,Govardhan Amul Paneer available in Indian market.,8900000001241
1242,Ambi Pur Air Freshener,Home Care,1948.61,Godrej,Godrej Ambi Pur Air Freshener available in Indian market.,8900000001242
1243,Nike Shoes,Fashion,4352.46,Puma,Puma Nike Shoes available in Indian market.,8900000001243
1244,Pepsi 500ml,Beverages,74.63,Coca-Cola,Coca-Cola Pepsi 500ml available in Indian market.,8900000001244
1245,Maggi Noodles,Food,1953.34,Nestle,Nestle Maggi Noodles available in Indian market.,8900000001245
1246,Domex Cleaner,Home Care,1932.09,P&G,P&G Domex Cleaner available in Indian market.,8900000001246
1247,Frooti Mango Drink,Beverages,4497.58,Dabur,Dabur Frooti Mango Drink available in Indian market.,8900000001247
1248,Britannia Cheese Slices,Dairy,4868.31,Nestle,Nestle Britannia Cheese Slices available in Indian market.,8900000001248
1249,Pepsi 500ml,Beverages,4256.06,Dabur,Dabur Pepsi 500ml available in Indian market.,8900000001249
1250,Amul Cheese,Dairy,1935.84,Nestle,Nestle Amul Cheese available in Indian market.,8900000001250
1251,Vim Dishwash Gel,Home Care,4858.16,Reckitt,Reckitt Vim Dishwash Gel available in Indian market.,8900000001251
1252,Daawat Basmati Rice,Food,968.99,Parle,Parle Daawat Basmati Rice available in Indian market.,8900000001252
1253,Pears Soap,Personal Care,2025.96,Emami,Emami Pears Soap available in Indian market.,8900000001253
1254,Govardhan Ghee,Dairy,2004.38,Amul,Amul Govardhan Ghee available in Indian market.,8900000001254
1255,Fair & Lovely Cream,Personal Care,4733.53,Dove,Dove Fair & Lovely Cream available in Indian market.,8900000001255
1256,Bisleri Water 1L,Beverages,4823.65,PepsiCo,PepsiCo Bisleri Water 1L available in Indian market.,8900000001256
1257,Maggi Noodles,Food,883.37,Haldiram,Haldiram Maggi Noodles available in Indian market.,8900000001257
1258,Logitech Webcam,Electronics,4346.32,Samsung,Samsung Logitech Webcam available in Indian market.,8900000001258
1259,Fair & Lovely Cream,Personal Care,755.19,Dove,Dove Fair & Lovely Cream available in Indian market.,8900000001259
1260,Allen Solly Belt,Fashion,511.92,Allen Solly,Allen Solly Allen Solly Belt available in Indian market.,8900000001260
